DivisionName,CreationDate,textbox2,textbox4,PricewithDiscount,sumWeight,Textbox14,textbox5,PricewithDiscount1,sumWeight1
НОВОРОССИЙСК,10.02.2021,4,"6 296,84","5 791,04","4,15",3556,"3 774 267,47","2 694 716,58","8195,63"
НОВОРОССИЙСК,11.02.2021,3,"2 667,65","1 828,40","0,55",3430,"3 510 806,01","2 561 886,42","6278,32"
НОВОРОССИЙСК,12.02.2021,,,,,3170,"3 694 458,78","2 663 795,69","6910,90"
НОВОРОССИЙСК,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
НОВОРОССИЙСК,14.02.2021,1,"1 049,00","524,50","0,20",185,"232 693,26","121 821,43","1073,21"
НОВОРОССИЙСК,15.02.2021,3,"1 485,30","1 207,80","7,40",3545,"3 990 950,05","2 822 111,89","9054,02"
НОВОРОССИЙСК,16.02.2021,3,"4 380,60","4 380,60","0,70",3665,"3 712 329,56","2 761 120,47","7860,97"
НОВОРОССИЙСК,17.02.2021,6,"6 851,80","6 327,30","0,90",3221,"3 437 164,11","2 582 923,12","7286,01"
НОВОРОССИЙСК,18.02.2021,2,"3 483,00","2 674,75","0,55",3317,"3 601 028,28","2 621 546,50","8063,76"
НОВОРОССИЙСК,19.02.2021,1,"1 592,40","1 592,40","6,86",3491,"4 193 909,34","3 182 098,82","12949,70"
НОВОРОССИЙСК,20.02.2021,,,,,2222,"2 443 982,10","1 767 092,08","6236,62"
НОВОРОССИЙСК,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
НОВОРОССИЙСК,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
НОВОРОССИЙСК,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
НОВОРОССИЙСК,24.02.2021,6,"7 043,60","5 983,50","3,30",3791,"4 155 674,04","3 060 703,53","9504,86"
НОВОРОССИЙСК,25.02.2021,5,"4 933,72","3 466,82","1,45",4005,"4 197 883,82","3 048 461,47","10063,78"
НОВОРОССИЙСК,26.02.2021,,,,,3923,"4 372 380,84","3 262 106,20","18305,83"
НОВОРОССИЙСК,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
НОВОРОССИЙСК,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
НОВОСИБИРСК,01.02.2021,148,"210 038,03","147 924,57","192,36",3525,"4 017 060,79","3 086 523,40","7559,22"
НОВОСИБИРСК,02.02.2021,304,"346 524,06","209 511,67","1464,04",3920,"4 290 014,12","3 159 794,75","7989,82"
НОВОСИБИРСК,03.02.2021,152,"181 893,88","111 123,70","173,11",3671,"3 902 609,45","2 879 357,23","7921,78"
НОВОСИБИРСК,04.02.2021,175,"201 004,97","128 168,47","228,78",4051,"4 083 924,05","2 876 229,86","10036,64"
НОВОСИБИРСК,05.02.2021,58,"79 996,72","49 449,52","224,63",4240,"4 197 433,60","3 188 895,92","7769,89"
НОВОСИБИРСК,06.02.2021,1,"4 343,00","4 343,00","11,40",284,"199 947,80","110 782,76","699,25"
НОВОСИБИРСК,07.02.2021,1,"1 549,00","774,50","0,15",205,"216 987,78","149 305,20","1078,95"
НОВОСИБИРСК,08.02.2021,193,"222 596,38","156 431,13","298,47",3419,"3 055 828,95","2 150 854,84","8595,76"
НОВОСИБИРСК,09.02.2021,188,"172 968,33","117 267,44","212,51",3764,"3 943 590,97","2 904 738,55","6915,60"
НОВОСИБИРСК,10.02.2021,170,"140 348,36","99 729,43","244,32",3556,"3 774 267,47","2 694 716,58","8195,63"
НОВОСИБИРСК,11.02.2021,143,"184 818,98","123 849,64","282,75",3430,"3 510 806,01","2 561 886,42","6278,32"
НОВОСИБИРСК,12.02.2021,81,"142 044,33","95 331,24","327,82",3170,"3 694 458,78","2 663 795,69","6910,90"
НОВОСИБИРСК,13.02.2021,4,"5 899,00","4 621,60","36,62",300,"294 694,69","159 059,23","916,85"
НОВОСИБИРСК,14.02.2021,3,"4 259,00","4 127,40","5,87",185,"232 693,26","121 821,43","1073,21"
НОВОСИБИРСК,15.02.2021,136,"173 702,77","118 230,16","275,10",3545,"3 990 950,05","2 822 111,89","9054,02"
НОВОСИБИРСК,16.02.2021,144,"150 011,24","101 638,19","241,41",3665,"3 712 329,56","2 761 120,47","7860,97"
НОВОСИБИРСК,17.02.2021,136,"210 325,41","133 373,61","470,89",3221,"3 437 164,11","2 582 923,12","7286,01"
НОВОСИБИРСК,18.02.2021,143,"191 025,20","126 418,85","416,88",3317,"3 601 028,28","2 621 546,50","8063,76"
НОВОСИБИРСК,19.02.2021,157,"250 872,59","169 293,07","497,12",3491,"4 193 909,34","3 182 098,82","12949,70"
НОВОСИБИРСК,20.02.2021,78,"180 566,53","126 390,17","497,21",2222,"2 443 982,10","1 767 092,08","6236,62"
НОВОСИБИРСК,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
НОВОСИБИРСК,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
НОВОСИБИРСК,23.02.2021,2,"1 720,53","1 569,18","0,80",182,"289 544,98","146 444,78","657,71"
НОВОСИБИРСК,24.02.2021,129,"273 972,03","189 276,42","620,99",3791,"4 155 674,04","3 060 703,53","9504,86"
НОВОСИБИРСК,25.02.2021,165,"226 123,70","153 299,43","422,21",4005,"4 197 883,82","3 048 461,47","10063,78"
НОВОСИБИРСК,26.02.2021,104,"153 282,30","111 253,65","471,61",3923,"4 372 380,84","3 262 106,20","18305,83"
НОВОСИБИРСК,27.02.2021,1,"2 819,00","2 819,00","5,22",230,"227 671,94","124 139,25","909,26"
НОВОСИБИРСК,28.02.2021,1,"1 019,00","356,65","0,40",134,"143 346,27","107 612,60","711,00"
НОВЫЙ УРЕНГОЙ,01.02.2021,,,,,3525,"4 017 060,79","3 086 523,40","7559,22"
НОВЫЙ УРЕНГОЙ,02.02.2021,5,"2 672,70","2 672,70","3,40",3920,"4 290 014,12","3 159 794,75","7989,82"
НОВЫЙ УРЕНГОЙ,03.02.2021,2,"840,16","840,16","0,56",3671,"3 902 609,45","2 879 357,23","7921,78"
НОВЫЙ УРЕНГОЙ,04.02.2021,4,"2 501,60","2 501,60","1,00",4051,"4 083 924,05","2 876 229,86","10036,64"
НОВЫЙ УРЕНГОЙ,05.02.2021,,,,,4240,"4 197 433,60","3 188 895,92","7769,89"
НОВЫЙ УРЕНГОЙ,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
НОВЫЙ УРЕНГОЙ,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
НОВЫЙ УРЕНГОЙ,08.02.2021,,,,,3419,"3 055 828,95","2 150 854,84","8595,76"
НОВЫЙ УРЕНГОЙ,09.02.2021,,,,,3764,"3 943 590,97","2 904 738,55","6915,60"
НОВЫЙ УРЕНГОЙ,10.02.2021,3,"1 447,86","1 447,86","0,30",3556,"3 774 267,47","2 694 716,58","8195,63"
НОВЫЙ УРЕНГОЙ,11.02.2021,,,,,3430,"3 510 806,01","2 561 886,42","6278,32"
НОВЫЙ УРЕНГОЙ,12.02.2021,9,"4 920,08","4 920,08","5,22",3170,"3 694 458,78","2 663 795,69","6910,90"
НОВЫЙ УРЕНГОЙ,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
НОВЫЙ УРЕНГОЙ,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
НОВЫЙ УРЕНГОЙ,15.02.2021,,,,,3545,"3 990 950,05","2 822 111,89","9054,02"
НОВЫЙ УРЕНГОЙ,16.02.2021,7,"2 994,84","2 994,84","1,10",3665,"3 712 329,56","2 761 120,47","7860,97"
НОВЫЙ УРЕНГОЙ,17.02.2021,1,"357,54","357,54","0,10",3221,"3 437 164,11","2 582 923,12","7286,01"
НОВЫЙ УРЕНГОЙ,18.02.2021,4,"3 635,76","2 751,26","3,50",3317,"3 601 028,28","2 621 546,50","8063,76"
НОВЫЙ УРЕНГОЙ,19.02.2021,,,,,3491,"4 193 909,34","3 182 098,82","12949,70"
НОВЫЙ УРЕНГОЙ,20.02.2021,3,"1 200,06","1 200,06","0,45",2222,"2 443 982,10","1 767 092,08","6236,62"
НОВЫЙ УРЕНГОЙ,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
НОВЫЙ УРЕНГОЙ,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
НОВЫЙ УРЕНГОЙ,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
НОВЫЙ УРЕНГОЙ,24.02.2021,,,,,3791,"4 155 674,04","3 060 703,53","9504,86"
НОВЫЙ УРЕНГОЙ,25.02.2021,4,"5 888,84","5 888,84","3,90",4005,"4 197 883,82","3 048 461,47","10063,78"
НОВЫЙ УРЕНГОЙ,26.02.2021,4,"2 415,46","2 415,46","1,25",3923,"4 372 380,84","3 262 106,20","18305,83"
НОВЫЙ УРЕНГОЙ,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
НОВЫЙ УРЕНГОЙ,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
НОРИЛЬСК,01.02.2021,,,,,3525,"4 017 060,79","3 086 523,40","7559,22"
НОРИЛЬСК,02.02.2021,,,,,3920,"4 290 014,12","3 159 794,75","7989,82"
НОРИЛЬСК,03.02.2021,,,,,3671,"3 902 609,45","2 879 357,23","7921,78"
НОРИЛЬСК,04.02.2021,,,,,4051,"4 083 924,05","2 876 229,86","10036,64"
НОРИЛЬСК,05.02.2021,,,,,4240,"4 197 433,60","3 188 895,92","7769,89"
НОРИЛЬСК,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
НОРИЛЬСК,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
НОРИЛЬСК,08.02.2021,,,,,3419,"3 055 828,95","2 150 854,84","8595,76"
НОРИЛЬСК,09.02.2021,,,,,3764,"3 943 590,97","2 904 738,55","6915,60"
НОРИЛЬСК,10.02.2021,,,,,3556,"3 774 267,47","2 694 716,58","8195,63"
НОРИЛЬСК,11.02.2021,1,"3 327,66","2 451,96","0,25",3430,"3 510 806,01","2 561 886,42","6278,32"
НОРИЛЬСК,12.02.2021,,,,,3170,"3 694 458,78","2 663 795,69","6910,90"
НОРИЛЬСК,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
НОРИЛЬСК,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
НОРИЛЬСК,15.02.2021,,,,,3545,"3 990 950,05","2 822 111,89","9054,02"
НОРИЛЬСК,16.02.2021,1,"3 502,80","3 502,80","0,50",3665,"3 712 329,56","2 761 120,47","7860,97"
НОРИЛЬСК,17.02.2021,,,,,3221,"3 437 164,11","2 582 923,12","7286,01"
НОРИЛЬСК,18.02.2021,,,,,3317,"3 601 028,28","2 621 546,50","8063,76"
НОРИЛЬСК,19.02.2021,,,,,3491,"4 193 909,34","3 182 098,82","12949,70"
НОРИЛЬСК,20.02.2021,,,,,2222,"2 443 982,10","1 767 092,08","6236,62"
НОРИЛЬСК,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
НОРИЛЬСК,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
НОРИЛЬСК,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
НОРИЛЬСК,24.02.2021,,,,,3791,"4 155 674,04","3 060 703,53","9504,86"
НОРИЛЬСК,25.02.2021,,,,,4005,"4 197 883,82","3 048 461,47","10063,78"
НОРИЛЬСК,26.02.2021,,,,,3923,"4 372 380,84","3 262 106,20","18305,83"
НОРИЛЬСК,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
НОРИЛЬСК,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ОМСК,01.02.2021,48,"68 832,54","47 147,82","39,99",3525,"4 017 060,79","3 086 523,40","7559,22"
ОМСК,02.02.2021,35,"38 402,82","29 002,26","16,31",3920,"4 290 014,12","3 159 794,75","7989,82"
ОМСК,03.02.2021,30,"26 614,48","22 075,52","24,72",3671,"3 902 609,45","2 879 357,23","7921,78"
ОМСК,04.02.2021,50,"56 752,02","46 524,29","101,95",4051,"4 083 924,05","2 876 229,86","10036,64"
ОМСК,05.02.2021,34,"46 104,98","33 207,67","26,67",4240,"4 197 433,60","3 188 895,92","7769,89"
ОМСК,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ОМСК,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ОМСК,08.02.2021,20,"31 482,80","21 652,90","57,59",3419,"3 055 828,95","2 150 854,84","8595,76"
ОМСК,09.02.2021,34,"35 329,16","27 566,52","36,15",3764,"3 943 590,97","2 904 738,55","6915,60"
ОМСК,10.02.2021,26,"33 050,16","22 921,19","44,58",3556,"3 774 267,47","2 694 716,58","8195,63"
ОМСК,11.02.2021,41,"53 037,77","39 253,01","58,38",3430,"3 510 806,01","2 561 886,42","6278,32"
ОМСК,12.02.2021,61,"74 699,63","52 307,80","135,85",3170,"3 694 458,78","2 663 795,69","6910,90"
ОМСК,13.02.2021,1,"879,00","527,40","0,20",300,"294 694,69","159 059,23","916,85"
ОМСК,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ОМСК,15.02.2021,257,"423 267,90","240 699,20","469,08",3545,"3 990 950,05","2 822 111,89","9054,02"
ОМСК,16.02.2021,34,"45 789,53","34 857,54","45,71",3665,"3 712 329,56","2 761 120,47","7860,97"
ОМСК,17.02.2021,82,"89 430,76","60 556,42","64,08",3221,"3 437 164,11","2 582 923,12","7286,01"
ОМСК,18.02.2021,55,"65 554,80","50 791,95","63,49",3317,"3 601 028,28","2 621 546,50","8063,76"
ОМСК,19.02.2021,17,"26 760,40","20 684,04","38,37",3491,"4 193 909,34","3 182 098,82","12949,70"
ОМСК,20.02.2021,15,"19 149,78","14 937,38","22,41",2222,"2 443 982,10","1 767 092,08","6236,62"
ОМСК,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ОМСК,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
ОМСК,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ОМСК,24.02.2021,25,"46 077,55","33 629,18","54,31",3791,"4 155 674,04","3 060 703,53","9504,86"
ОМСК,25.02.2021,63,"73 518,00","57 863,50","65,06",4005,"4 197 883,82","3 048 461,47","10063,78"
ОМСК,26.02.2021,34,"36 442,16","26 488,35","29,15",3923,"4 372 380,84","3 262 106,20","18305,83"
ОМСК,27.02.2021,1,"550,00","550,00","0,08",230,"227 671,94","124 139,25","909,26"
ОМСК,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ОРЕНБУРГ,01.02.2021,4,"4 565,82","3 148,56","1,00",3525,"4 017 060,79","3 086 523,40","7559,22"
ОРЕНБУРГ,02.02.2021,6,"6 571,48","5 118,55","3,28",3920,"4 290 014,12","3 159 794,75","7989,82"
ОРЕНБУРГ,03.02.2021,3,"2 744,97","2 589,43","4,70",3671,"3 902 609,45","2 879 357,23","7921,78"
ОРЕНБУРГ,04.02.2021,9,"9 655,30","6 625,87","6,06",4051,"4 083 924,05","2 876 229,86","10036,64"
ОРЕНБУРГ,05.02.2021,2,"1 258,08","1 258,08","1,10",4240,"4 197 433,60","3 188 895,92","7769,89"
ОРЕНБУРГ,06.02.2021,2,"1 338,12","869,78","0,25",284,"199 947,80","110 782,76","699,25"
ОРЕНБУРГ,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ОРЕНБУРГ,08.02.2021,1,"2 025,78","1 492,68","4,16",3419,"3 055 828,95","2 150 854,84","8595,76"
ОРЕНБУРГ,09.02.2021,4,"4 522,66","3 453,61","1,50",3764,"3 943 590,97","2 904 738,55","6915,60"
ОРЕНБУРГ,10.02.2021,,,,,3556,"3 774 267,47","2 694 716,58","8195,63"
ОРЕНБУРГ,11.02.2021,4,"4 688,94","3 708,89","8,52",3430,"3 510 806,01","2 561 886,42","6278,32"
ОРЕНБУРГ,12.02.2021,3,"3 348,06","2 575,86","1,10",3170,"3 694 458,78","2 663 795,69","6910,90"
ОРЕНБУРГ,13.02.2021,2,"1 338,12","869,78","0,20",300,"294 694,69","159 059,23","916,85"
ОРЕНБУРГ,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ОРЕНБУРГ,15.02.2021,1,"1 183,00","1 183,00","5,00",3545,"3 990 950,05","2 822 111,89","9054,02"
ОРЕНБУРГ,16.02.2021,4,"4 459,74","3 259,36","1,85",3665,"3 712 329,56","2 761 120,47","7860,97"
ОРЕНБУРГ,17.02.2021,1,"184,08","184,08","0,07",3221,"3 437 164,11","2 582 923,12","7286,01"
ОРЕНБУРГ,18.02.2021,3,"2 317,38","1 591,34","0,80",3317,"3 601 028,28","2 621 546,50","8063,76"
ОРЕНБУРГ,19.02.2021,3,"11 241,80","10 612,40","95,40",3491,"4 193 909,34","3 182 098,82","12949,70"
ОРЕНБУРГ,20.02.2021,,,,,2222,"2 443 982,10","1 767 092,08","6236,62"
ОРЕНБУРГ,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ОРЕНБУРГ,22.02.2021,1,"1 100,96","707,76","0,80",135,"189 388,89","134 220,90","711,78"
ОРЕНБУРГ,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ОРЕНБУРГ,24.02.2021,,,,,3791,"4 155 674,04","3 060 703,53","9504,86"
ОРЕНБУРГ,25.02.2021,4,"3 828,08","2 456,04","3,50",4005,"4 197 883,82","3 048 461,47","10063,78"
ОРЕНБУРГ,26.02.2021,3,"4 255,90","3 065,38","2,30",3923,"4 372 380,84","3 262 106,20","18305,83"
ОРЕНБУРГ,27.02.2021,2,"1 338,12","869,78","0,30",230,"227 671,94","124 139,25","909,26"
ОРЕНБУРГ,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ПЕНЗА,01.02.2021,,,,,3525,"4 017 060,79","3 086 523,40","7559,22"
ПЕНЗА,02.02.2021,15,"15 305,50","9 931,38","28,68",3920,"4 290 014,12","3 159 794,75","7989,82"
ПЕНЗА,03.02.2021,7,"8 316,44","7 841,94","3,23",3671,"3 902 609,45","2 879 357,23","7921,78"
ПЕНЗА,04.02.2021,5,"4 145,88","2 421,89","3,95",4051,"4 083 924,05","2 876 229,86","10036,64"
ПЕНЗА,05.02.2021,10,"10 239,40","8 119,60","4,52",4240,"4 197 433,60","3 188 895,92","7769,89"
ПЕНЗА,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ПЕНЗА,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ПЕНЗА,08.02.2021,4,"4 301,60","3 800,90","1,70",3419,"3 055 828,95","2 150 854,84","8595,76"
ПЕНЗА,09.02.2021,10,"9 635,66","5 316,81","25,25",3764,"3 943 590,97","2 904 738,55","6915,60"
ПЕНЗА,10.02.2021,5,"5 332,90","3 849,80","5,12",3556,"3 774 267,47","2 694 716,58","8195,63"
ПЕНЗА,11.02.2021,7,"8 678,63","7 324,91","5,40",3430,"3 510 806,01","2 561 886,42","6278,32"
ПЕНЗА,12.02.2021,4,"2 377,43","1 818,13","1,40",3170,"3 694 458,78","2 663 795,69","6910,90"
ПЕНЗА,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ПЕНЗА,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ПЕНЗА,15.02.2021,2,"2 003,06","877,61","0,35",3545,"3 990 950,05","2 822 111,89","9054,02"
ПЕНЗА,16.02.2021,7,"6 533,93","3 305,36","21,90",3665,"3 712 329,56","2 761 120,47","7860,97"
ПЕНЗА,17.02.2021,5,"8 273,10","6 897,00","1,87",3221,"3 437 164,11","2 582 923,12","7286,01"
ПЕНЗА,18.02.2021,6,"4 800,57","4 211,50","2,15",3317,"3 601 028,28","2 621 546,50","8063,76"
ПЕНЗА,19.02.2021,2,"1 673,80","1 330,20","0,62",3491,"4 193 909,34","3 182 098,82","12949,70"
ПЕНЗА,20.02.2021,1,"591,18","206,91","0,20",2222,"2 443 982,10","1 767 092,08","6236,62"
ПЕНЗА,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ПЕНЗА,22.02.2021,1,"1 634,08","1 050,48","0,25",135,"189 388,89","134 220,90","711,78"
ПЕНЗА,23.02.2021,1,"1 186,92","527,52","0,50",182,"289 544,98","146 444,78","657,71"
ПЕНЗА,24.02.2021,9,"8 603,00","4 809,70","27,10",3791,"4 155 674,04","3 060 703,53","9504,86"
ПЕНЗА,25.02.2021,7,"6 661,18","5 051,16","9,96",4005,"4 197 883,82","3 048 461,47","10063,78"
ПЕНЗА,26.02.2021,3,"7 463,22","7 155,62","9,26",3923,"4 372 380,84","3 262 106,20","18305,83"
ПЕНЗА,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ПЕНЗА,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ПЕРМЬ,01.02.2021,30,"52 604,27","45 722,06","35,60",3525,"4 017 060,79","3 086 523,40","7559,22"
ПЕРМЬ,02.02.2021,56,"70 013,60","57 507,80","23,39",3920,"4 290 014,12","3 159 794,75","7989,82"
ПЕРМЬ,03.02.2021,50,"54 172,35","39 504,52","36,19",3671,"3 902 609,45","2 879 357,23","7921,78"
ПЕРМЬ,04.02.2021,60,"62 888,84","49 834,87","59,55",4051,"4 083 924,05","2 876 229,86","10036,64"
ПЕРМЬ,05.02.2021,26,"36 007,51","29 124,32","24,23",4240,"4 197 433,60","3 188 895,92","7769,89"
ПЕРМЬ,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ПЕРМЬ,07.02.2021,1,"1 069,00","641,40","1,22",205,"216 987,78","149 305,20","1078,95"
ПЕРМЬ,08.02.2021,33,"42 383,36","38 546,45","25,70",3419,"3 055 828,95","2 150 854,84","8595,76"
ПЕРМЬ,09.02.2021,39,"41 404,79","30 027,86","12,87",3764,"3 943 590,97","2 904 738,55","6915,60"
ПЕРМЬ,10.02.2021,37,"50 972,47","38 513,59","103,78",3556,"3 774 267,47","2 694 716,58","8195,63"
ПЕРМЬ,11.02.2021,57,"62 735,54","49 276,79","40,52",3430,"3 510 806,01","2 561 886,42","6278,32"
ПЕРМЬ,12.02.2021,37,"83 365,85","75 499,16","194,43",3170,"3 694 458,78","2 663 795,69","6910,90"
ПЕРМЬ,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ПЕРМЬ,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ПЕРМЬ,15.02.2021,58,"79 198,66","53 131,77","108,38",3545,"3 990 950,05","2 822 111,89","9054,02"
ПЕРМЬ,16.02.2021,32,"47 668,86","40 848,39","55,94",3665,"3 712 329,56","2 761 120,47","7860,97"
ПЕРМЬ,17.02.2021,25,"28 873,39","20 005,59","12,95",3221,"3 437 164,11","2 582 923,12","7286,01"
ПЕРМЬ,18.02.2021,22,"28 896,91","23 950,22","6,87",3317,"3 601 028,28","2 621 546,50","8063,76"
ПЕРМЬ,19.02.2021,37,"44 244,81","38 397,23","31,83",3491,"4 193 909,34","3 182 098,82","12949,70"
ПЕРМЬ,20.02.2021,30,"50 430,60","39 893,65","40,40",2222,"2 443 982,10","1 767 092,08","6236,62"
ПЕРМЬ,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ПЕРМЬ,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
ПЕРМЬ,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ПЕРМЬ,24.02.2021,38,"45 759,56","37 530,37","40,33",3791,"4 155 674,04","3 060 703,53","9504,86"
ПЕРМЬ,25.02.2021,47,"67 426,01","53 071,59","30,76",4005,"4 197 883,82","3 048 461,47","10063,78"
ПЕРМЬ,26.02.2021,26,"47 541,48","39 367,57","69,28",3923,"4 372 380,84","3 262 106,20","18305,83"
ПЕРМЬ,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ПЕРМЬ,28.02.2021,1,"1 549,00","1 394,10","0,10",134,"143 346,27","107 612,60","711,00"
ПЕТРОЗАВОДСК,01.02.2021,2,"2 601,60","2 601,60","0,50",3525,"4 017 060,79","3 086 523,40","7559,22"
ПЕТРОЗАВОДСК,02.02.2021,2,"1 204,32","812,32","1,65",3920,"4 290 014,12","3 159 794,75","7989,82"
ПЕТРОЗАВОДСК,03.02.2021,2,"1 240,60","941,00","1,90",3671,"3 902 609,45","2 879 357,23","7921,78"
ПЕТРОЗАВОДСК,04.02.2021,3,"5 217,46","4 012,06","20,95",4051,"4 083 924,05","2 876 229,86","10036,64"
ПЕТРОЗАВОДСК,05.02.2021,1,"1 339,00","803,40","0,25",4240,"4 197 433,60","3 188 895,92","7769,89"
ПЕТРОЗАВОДСК,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ПЕТРОЗАВОДСК,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ПЕТРОЗАВОДСК,08.02.2021,1,"455,60","455,60","1,00",3419,"3 055 828,95","2 150 854,84","8595,76"
ПЕТРОЗАВОДСК,09.02.2021,3,"3 199,19","2 245,54","1,00",3764,"3 943 590,97","2 904 738,55","6915,60"
ПЕТРОЗАВОДСК,10.02.2021,1,"1 351,90","737,40","0,50",3556,"3 774 267,47","2 694 716,58","8195,63"
ПЕТРОЗАВОДСК,11.02.2021,1,"2 495,46","1 838,76","9,06",3430,"3 510 806,01","2 561 886,42","6278,32"
ПЕТРОЗАВОДСК,12.02.2021,7,"6 237,39","4 714,24","4,07",3170,"3 694 458,78","2 663 795,69","6910,90"
ПЕТРОЗАВОДСК,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ПЕТРОЗАВОДСК,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ПЕТРОЗАВОДСК,15.02.2021,3,"2 932,53","2 677,78","1,50",3545,"3 990 950,05","2 822 111,89","9054,02"
ПЕТРОЗАВОДСК,16.02.2021,2,"2 333,80","1 798,20","0,50",3665,"3 712 329,56","2 761 120,47","7860,97"
ПЕТРОЗАВОДСК,17.02.2021,3,"2 933,87","2 201,22","3,66",3221,"3 437 164,11","2 582 923,12","7286,01"
ПЕТРОЗАВОДСК,18.02.2021,4,"3 397,80","2 687,55","1,10",3317,"3 601 028,28","2 621 546,50","8063,76"
ПЕТРОЗАВОДСК,19.02.2021,1,"994,80","994,80","0,25",3491,"4 193 909,34","3 182 098,82","12949,70"
ПЕТРОЗАВОДСК,20.02.2021,1,"1 339,00","803,40","0,25",2222,"2 443 982,10","1 767 092,08","6236,62"
ПЕТРОЗАВОДСК,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ПЕТРОЗАВОДСК,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
ПЕТРОЗАВОДСК,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ПЕТРОЗАВОДСК,24.02.2021,4,"6 259,80","5 188,60","1,80",3791,"4 155 674,04","3 060 703,53","9504,86"
ПЕТРОЗАВОДСК,25.02.2021,3,"2 353,66","2 353,66","1,25",4005,"4 197 883,82","3 048 461,47","10063,78"
ПЕТРОЗАВОДСК,26.02.2021,3,"3 841,12","2 718,12","0,85",3923,"4 372 380,84","3 262 106,20","18305,83"
ПЕТРОЗАВОДСК,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ПЕТРОЗАВОДСК,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ,01.02.2021,2,"4 366,01","2 172,56","0,50",3525,"4 017 060,79","3 086 523,40","7559,22"
ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ,02.02.2021,,,,,3920,"4 290 014,12","3 159 794,75","7989,82"
ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ,03.02.2021,,,,,3671,"3 902 609,45","2 879 357,23","7921,78"
ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ,04.02.2021,,,,,4051,"4 083 924,05","2 876 229,86","10036,64"
